id,question_stem,choices,answerKey,inference_prompt,generated_response,predicted_label
9-451,who would see better through an underground tunnel?,"A) a boy with a pen
B) a man with a stick
C) a man with a spoon
D) a man with a candle and match
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
who would see better through an underground tunnel?

### Choices: 
A) a boy with a pen
B) a man with a stick
C) a man with a spoon
D) a man with a candle and match

### Answer: ","
C",C
884,There are now many more people because of,"A) efficient farming
B) more cities
C) computers
D) global warming
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
There are now many more people because of

### Choices: 
A) efficient farming
B) more cities
C) computers
D) global warming

### Answer: ","
C",C
8-267,Water in a sealed jar might do what when placed in the freezer?,"A) evaporate
B) break it
C) melt
D) run off
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Water in a sealed jar might do what when placed in the freezer?

### Choices: 
A) evaporate
B) break it
C) melt
D) run off

### Answer: ","
C",C
1230,What causes a chemical reaction?,"A) mixing and heating edible items
B) putting water in a bowl
C) petting a small cat
D) rolling a ball on a floor
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What causes a chemical reaction?

### Choices: 
A) mixing and heating edible items
B) putting water in a bowl
C) petting a small cat
D) rolling a ball on a floor

### Answer: ","
A",A
9-283,What stores food for future use and is green?,"A) bacteria
B) trout
C) virus
D) tree
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What stores food for future use and is green?

### Choices: 
A) bacteria
B) trout
C) virus
D) tree

### Answer: ","
D",D
9-1088,Filling a bottle full of water and then placing it in the freezer can lead to,"A) loosening of the bottle lid
B) deflation of the bottle
C) ice cubes in the freezer
D) bursting of the bottle
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Filling a bottle full of water and then placing it in the freezer can lead to

### Choices: 
A) loosening of the bottle lid
B) deflation of the bottle
C) ice cubes in the freezer
D) bursting of the bottle

### Answer: ","
C",C
9-446,What functions without contact between objects?,"A) weight
B) friction
C) opposites attracting
D) pressure
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What functions without contact between objects?

### Choices: 
A) weight
B) friction
C) opposites attracting
D) pressure

### Answer: ","
B",B
168,Which doesn't contain water?,"A) Sea of Tranquilitiy
B) Caspian Sea
C) Dead Sea
D) Caribbean Sea
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which doesn't contain water?

### Choices: 
A) Sea of Tranquilitiy
B) Caspian Sea
C) Dead Sea
D) Caribbean Sea

### Answer: ","
D",D
7-6,Fungi,"A) can do their food chain jobs without ingestion
B) act as predators in the food chain
C) are always safe to ingest
D) occupy the top of the food chain
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Fungi

### Choices: 
A) can do their food chain jobs without ingestion
B) act as predators in the food chain
C) are always safe to ingest
D) occupy the top of the food chain

### Answer: ","
C",C
172,"Compared to a regular swimmer, a scuba diver deals with more","A) heat
B) pressure
C) water
D) air
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Compared to a regular swimmer, a scuba diver deals with more

### Choices: 
A) heat
B) pressure
C) water
D) air

### Answer: ","
B",B
1442,What is an example of the fact that a thing is dead once it dies after having previously lived?,"A) a small squirrel falls from a tree and breaks its leg
B) a panda stops eating and falls into a coma
C) a dog is paralyzed and is unable to move
D) a vibrant cat is deceased after being hit by a car
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What is an example of the fact that a thing is dead once it dies after having previously lived?

### Choices: 
A) a small squirrel falls from a tree and breaks its leg
B) a panda stops eating and falls into a coma
C) a dog is paralyzed and is unable to move
D) a vibrant cat is deceased after being hit by a car

### Answer: ","
D",D
8-212,Thunder clouds are,"A) filled with beautiful music
B) of a significant weight
C) the color light pink
D) take 10 years to form
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Thunder clouds are

### Choices: 
A) filled with beautiful music
B) of a significant weight
C) the color light pink
D) take 10 years to form

### Answer: ","
C",C
7-145,If someone is experiencing frequent falls,"A) they should move out of their house
B) they should just stop trying to walk
C) they should try wearing slicker bottomed shoes
D) they should try putting down carpet or throw rugs
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If someone is experiencing frequent falls

### Choices: 
A) they should move out of their house
B) they should just stop trying to walk
C) they should try wearing slicker bottomed shoes
D) they should try putting down carpet or throw rugs

### Answer: ","
C",C
7-13,It is easiest to get a clear photo of the moon by,"A) using a large magnifying glass
B) using a telephoto lens
C) using a telescopic lens
D) looking through a microscope
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
It is easiest to get a clear photo of the moon by

### Choices: 
A) using a large magnifying glass
B) using a telephoto lens
C) using a telescopic lens
D) looking through a microscope

### Answer: ","
C",C
7-88,Filling a glass with markers for cup amounts on it would be,"A) seeing how much data is left on a phone
B) a part of making chili
C) a way to consider getting something
D) a way to collect data
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Filling a glass with markers for cup amounts on it would be

### Choices: 
A) seeing how much data is left on a phone
B) a part of making chili
C) a way to consider getting something
D) a way to collect data

### Answer: ","
C",C
9-335,Winter snows follow Autumn's falling leaves by,"A) three months
B) three days
C) three years
D) 12 months
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Winter snows follow Autumn's falling leaves by

### Choices: 
A) three months
B) three days
C) three years
D) 12 months

### Answer: ","
C",C
7-1082,The way that squirrels put away food during the cool season ensures that they,"A) survive
B) eat
C) live
D) grow
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The way that squirrels put away food during the cool season ensures that they

### Choices: 
A) survive
B) eat
C) live
D) grow

### Answer: ","
C",C
7-898,An example of a consumer would be,"A) a deer munching grass
B) a plant beginning to photosynthesize
C) a squirrel eating a bug
D) a wolf eating a deer
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
An example of a consumer would be

### Choices: 
A) a deer munching grass
B) a plant beginning to photosynthesize
C) a squirrel eating a bug
D) a wolf eating a deer

### Answer: ","
A",A
9-1142,Eating and digesting a large meal is guaranteed to produce,"A) disease
B) fecal matter
C) fuel
D) fertilizer
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Eating and digesting a large meal is guaranteed to produce

### Choices: 
A) disease
B) fecal matter
C) fuel
D) fertilizer

### Answer: ","
C",C
7-926,"Canyons are generally old, huge, and breathtaking and are","A) brimming to full with sand
B) filled with local wildlife
C) dirty and muddy inside
D) typically materialized with stone
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Canyons are generally old, huge, and breathtaking and are

### Choices: 
A) brimming to full with sand
B) filled with local wildlife
C) dirty and muddy inside
D) typically materialized with stone

### Answer: ","
C",C
7-721,"If a room is going to be humid, or dry, depends on how much water vapor is in the air, so if a room wants to be humid","A) run a bath
B) use a dehumidifier
C) open a window
D) hope it rains
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a room is going to be humid, or dry, depends on how much water vapor is in the air, so if a room wants to be humid

### Choices: 
A) run a bath
B) use a dehumidifier
C) open a window
D) hope it rains

### Answer: ","
C",C
9-180,What impacts an objects ability to reflect light?,"A) color pallete
B) weights
C) height
D) smell
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What impacts an objects ability to reflect light?

### Choices: 
A) color pallete
B) weights
C) height
D) smell

### Answer: ","
C",C
9-1013,which of these would make an ideal object to drive in with a hammer?,"A) an iron nail
B) a metal nail
C) a steel nail
D) all of these
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which of these would make an ideal object to drive in with a hammer?

### Choices: 
A) an iron nail
B) a metal nail
C) a steel nail
D) all of these

### Answer: ","
D",D
9-601,local plant varieties are the best for improving the local,"A) social status
B) environs
C) satellite reception
D) future
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
local plant varieties are the best for improving the local

### Choices: 
A) social status
B) environs
C) satellite reception
D) future

### Answer: ","
B",B
370,Electricity sent through a conductor,"A) halts the functioning of the conductor
B) moves like traffic through a green light
C) causes fire to flow through the conductor
D) flows heat back to the conductor
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Electricity sent through a conductor

### Choices: 
A) halts the functioning of the conductor
B) moves like traffic through a green light
C) causes fire to flow through the conductor
D) flows heat back to the conductor

### Answer: ","
C",C
